,-0.0986,-0.0486,0.0014,0.0514,0.1014,0.1514
0.0250,178.7145,80.7328,80.7328,80.7328,0.0000,0.0000
0.0750,178.7145,80.7328,80.7328,0.0000,0.0000,0.0000
