,-0.1135,-0.0635,-0.0135,0.0365,0.0865,0.1365,0.1865
0.0250,0.0000,0.0000,218.2551,242.6988,0.0000,0.0000,0.0000
0.0750,112.6498,112.6498,218.2551,195.5368,300.9652,390.9461,0.0000
0.1250,112.6498,112.6498,195.5368,300.9652,300.9652,390.9461,390.9461
