,-0.0606,-0.0106,0.0394,0.0894,0.1394
0.0250,0.0000,62.4476,0.0000,0.0000,0.0000
0.0750,62.4476,50.8262,50.8262,50.8262,0.0000
0.1250,0.0000,0.0000,50.8262,50.8262,50.8262
