,-0.0781,-0.0281,0.0219,0.0719,0.1219,0.1719
0.0250,0.0000,15794563.0000,21626638.0000,0.0000,0.0000,0.0000
0.0750,15794563.0000,15794563.0000,21626638.0000,7672822.5000,7672822.5000,0.0000
0.1250,0.0000,15794563.0000,7672822.5000,7672822.5000,7672822.5000,7672822.5000
