,-0.0942,-0.0442,0.0058,0.0558,0.1058,0.1558
0.0250,0.0000,0.0000,68651048.0000,0.0000,0.0000,0.0000
0.0750,6951.2310,20579458.0000,64484228.0000,9728.0137,5114.3271,0.0000
0.1250,20579458.0000,20579458.0000,64484228.0000,5114.3271,5114.3271,5114.3271
