,-0.0585,-0.0085,0.0415,0.0915,0.1415
0.0250,0.0000,34674008.0000,0.0000,0.0000,0.0000
0.0750,5438.6411,5438.6411,5929.1909,0.0000,0.0000
0.1250,5438.6411,5438.6411,5929.1909,1947.0385,0.0000
