,-0.0662,-0.0162,0.0338,0.0838,0.1338
0.0250,0.0000,20341114.0000,0.0000,0.0000,0.0000
0.0750,20431892.0000,16514888.0000,14538061.0000,0.0000,0.0000
0.1250,16514888.0000,16514888.0000,14538061.0000,0.0000,0.0000
