,-0.2421,-0.1921,-0.1421,-0.0921,-0.0421,0.0079,0.0579,0.1079,0.1579,0.2079,0.2579,0.3079
0.0250,0.0000,0.0000,0.0000,0.0000,143258560.0000,29419.7207,32026.1406,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,18661.4062,16567.4062,36700408.0000,135193696.0000,19595.1914,14550.4014,155290592.0000,24044.6035,17504.9219,0.0000,0.0000
0.1250,0.0000,0.0000,14821.8672,36700408.0000,36700408.0000,17402.7422,51069756.0000,51069756.0000,21417.8789,13721.0166,31551.7520,31551.7520
