,-0.0563,-0.0063,0.0437,0.0937,0.1437
0.0250,0.0000,21843460.0000,0.0000,0.0000,0.0000
0.0750,3673.0227,3673.0227,1099.1481,0.0000,0.0000
0.1250,3673.0227,3673.0227,1099.1481,1099.1481,0.0000
