,-0.0263,0.0237,0.0737,0.1237
0.0250,0.0000,0.0000,0.0000,0.0000
0.0750,71.7123,71.7123,0.0000,0.0000
0.1250,71.7123,71.7123,0.0000,0.0000
0.1750,71.7123,71.7123,0.0000,0.0000
