,-0.1630,-0.1130,-0.0630,-0.0130,0.0370,0.0870,0.1370,0.1870,0.2370
0.0250,0.0000,0.0000,447.2750,447.2750,447.2750,447.2750,434.0716,0.0000,0.0000
0.0750,0.0000,0.0000,447.2750,447.2750,447.2750,0.0000,434.0716,434.0716,434.0716
