,-0.0484,0.0016,0.0516,0.1016
0.0250,0.0000,16135719.0000,0.0000,0.0000
0.0750,16135719.0000,7541377.0000,7541377.0000,0.0000
0.1250,7541377.0000,7541377.0000,7541377.0000,7541377.0000
