,-0.0359,0.0141,0.0641,0.1141
0.0250,0.0000,19409838.0000,0.0000,0.0000
0.0750,18098928.0000,19657964.0000,0.0000,0.0000
0.1250,18098928.0000,19657964.0000,12363787.0000,0.0000
