,-0.1354,-0.0854,-0.0354,0.0146,0.0646,0.1146,0.1646,0.2146
0.0250,0.0000,0.0000,42023.1953,276496352.0000,0.0000,0.0000,0.0000,0.0000
0.0750,28024.7480,16053.6455,26705.5742,67059660.0000,14053.9639,32441.8242,48223.9805,0.0000
0.1250,28024.7480,10230.6846,10230.6846,67059660.0000,14053.9639,20274.9746,20274.9746,48223.9805
