,-0.0837,-0.0337,0.0163,0.0663,0.1163,0.1663
0.0250,0.0000,0.0000,35814660.0000,0.0000,0.0000,0.0000
0.0750,1811.0431,35814660.0000,31247528.0000,3011.7097,0.0000,0.0000
0.1250,1811.0431,35814660.0000,31247528.0000,3011.7097,3011.7097,0.0000
