,-0.0634,-0.0134,0.0366,0.0866,0.1366
0.0250,11701104.0000,11701104.0000,11701104.0000,1980.5023,0.0000
0.0750,11701104.0000,11701104.0000,1980.5023,1980.5023,1980.5023
