,-0.0416,0.0084,0.0584,0.1084
0.0250,0.0000,12078167.0000,0.0000,0.0000
0.0750,5206016.5000,1415.8540,1415.8540,0.0000
0.1250,5206016.5000,1415.8540,1415.8540,0.0000
