,-0.0296,0.0204,0.0704,0.1204
0.0250,0.0000,0.0000,0.0000,0.0000
0.0750,11674187.0000,1888.5759,0.0000,0.0000
0.1250,11674187.0000,1888.5759,1888.5759,0.0000
