,-0.2041,-0.1541,-0.1041,-0.0541,-0.0041,0.0459,0.0959,0.1459,0.1959,0.2459,0.2959
0.0250,0.0000,0.0000,0.0000,13693312.0000,13693312.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,2239.5615,2271.6150,2271.6150,13693312.0000,13693312.0000,0.0000,0.0000,761.0336,761.0336,761.0336,0.0000
0.1250,2239.5615,2271.6150,2271.6150,0.0000,0.0000,0.0000,0.0000,0.0000,761.0336,0.0000,0.0000
