,-0.1072,-0.0572,-0.0072,0.0428,0.0928,0.1428,0.1928
0.0250,0.0000,0.0000,45336992.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,24352768.0000,45336992.0000,25125648.0000,31786340.0000,0.0000,0.0000
0.1250,0.0000,45336992.0000,25125648.0000,25125648.0000,31682394.0000,31682394.0000,0.0000
