,-0.0915,-0.0415,0.0085,0.0585,0.1085,0.1585
0.0250,0.0000,914.0727,3380.6582,3380.6582,0.0000,0.0000
0.0750,914.0727,914.0727,3380.6582,3380.6582,3393.7073,3393.7073
