,-0.0408,0.0092,0.0592,0.1092
0.0250,0.0000,18411816.0000,0.0000,0.0000
0.0750,0.0000,17863638.0000,0.0000,0.0000
0.1250,17863638.0000,2996.7354,0.0000,0.0000
0.1750,2996.7354,2996.7354,3121.6748,0.0000
0.2250,2996.7354,2996.7354,3121.6748,0.0000
