,-0.0651,-0.0151,0.0349,0.0849,0.1349
0.0250,0.0000,21701894.0000,0.0000,0.0000,0.0000
0.0750,2267.2007,2267.2007,3655.3533,0.0000,0.0000
0.1250,2267.2007,2267.2007,3655.3533,3655.3533,0.0000
