,-0.0796,-0.0296,0.0204,0.0704,0.1204,0.1704
0.0250,0.0000,0.0000,12375.9160,0.0000,0.0000,0.0000
0.0750,0.0000,1970.5912,11046.0967,12481.7158,0.0000,0.0000
0.1250,1970.5912,6026.2695,6026.2695,12481.7158,11104.4238,0.0000
0.1750,6026.2695,6026.2695,6026.2695,11046.0967,0.0000,0.0000
