,-0.1858,-0.1358,-0.0858,-0.0358,0.0142,0.0642,0.1142,0.1642,0.2142,0.2642
0.0250,0.0000,0.0000,2992.7922,2992.7922,2992.7922,3060.3040,18604976.0000,0.0000,0.0000,0.0000
0.0750,0.0000,0.0000,0.0000,2992.7922,2992.7922,3060.3040,18604976.0000,18604976.0000,2971.0994,2971.0994
