,-0.0902,-0.0402,0.0098,0.0598,0.1098,0.1598
0.0250,0.0000,0.0000,186.0173,0.0000,0.0000,0.0000
0.0750,290.4640,382.1347,186.0173,99.2542,0.0000,0.0000
0.1250,290.4640,290.4640,382.1347,0.0000,99.2542,0.0000
