,-0.0440,0.0060,0.0560,0.1060
0.0250,0.0000,7517682.0000,0.0000,0.0000
0.0750,7517682.0000,7517682.0000,7517682.0000,0.0000
0.1250,7517682.0000,7517682.0000,7517682.0000,0.0000
