,-0.0818,-0.0318,0.0182,0.0682,0.1182,0.1682
0.0250,0.0000,0.0000,75436416.0000,0.0000,0.0000,0.0000
0.0750,0.0000,39874016.0000,8642.9062,12924.5547,0.0000,0.0000
0.1250,39874016.0000,8642.9062,9823.4404,9823.4404,12924.5547,0.0000
