,-0.0541,-0.0041,0.0459,0.0959,0.1459
0.0250,0.0000,131.4383,0.0000,0.0000,0.0000
0.0750,131.4383,293.8124,293.8124,0.0000,0.0000
0.1250,293.8124,293.8124,293.8124,293.8124,0.0000
