,-0.0683,-0.0183,0.0317,0.0817,0.1317
0.0250,0.0000,6020670.0000,6020670.0000,0.0000,0.0000
0.0750,6020670.0000,6020670.0000,6020670.0000,13202267.0000,13202267.0000
0.1250,6020670.0000,6020670.0000,6020670.0000,13202267.0000,13202267.0000
