,-0.0669,-0.0169,0.0331,0.0831,0.1331
0.0250,0.0000,6228625.5000,4722441.5000,0.0000,0.0000
0.0750,6228625.5000,6228625.5000,4722441.5000,4722441.5000,4722441.5000
