,-0.0691,-0.0191,0.0309,0.0809,0.1309
0.0250,0.0000,99.9819,0.0000,0.0000,0.0000
0.0750,99.9819,99.9819,225.7118,225.7118,0.0000
0.1250,0.0000,225.7118,225.7118,225.7118,225.7118
