,-0.0442,0.0058,0.0558,0.1058
0.0250,0.0000,21881922.0000,0.0000,0.0000
0.0750,4777081.5000,21881922.0000,21881922.0000,0.0000
0.1250,4777081.5000,21881922.0000,21881922.0000,0.0000
