,-0.0450,0.0050,0.0550,0.1050
0.0250,0.0000,10312141.0000,0.0000,0.0000
0.0750,3738703.5000,3738703.5000,853.1783,0.0000
0.1250,3738703.5000,853.1783,853.1783,0.0000
