,-0.1840,-0.1340,-0.0840,-0.0340,0.0160,0.0660,0.1160,0.1660,0.2160,0.2660
0.0250,0.0000,0.0000,0.0000,36292724.0000,5985.1309,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,1736.8969,1736.8969,36292724.0000,5985.1309,34274348.0000,32455600.0000,0.0000,0.0000,0.0000
0.1250,0.0000,1736.8969,0.0000,0.0000,34274348.0000,32455600.0000,4665.3071,4665.3071,3062.1348,3062.1348
