,-0.0307,0.0193,0.0693,0.1193
0.0250,0.0000,0.0000,0.0000,0.0000
0.0750,19414354.0000,9618864.0000,0.0000,0.0000
0.1250,19414354.0000,9618864.0000,9618864.0000,0.0000
