,-0.0793,-0.0293,0.0207,0.0707,0.1207,0.1707
0.0250,0.0000,0.0000,54552904.0000,0.0000,0.0000,0.0000
0.0750,0.0000,33431692.0000,38149752.0000,0.0000,0.0000,0.0000
0.1250,7404147.5000,7404147.5000,7404147.5000,41141460.0000,0.0000,0.0000
0.1750,7404147.5000,7404147.5000,7404147.5000,41141460.0000,0.0000,0.0000
