,-0.1333,-0.0833,-0.0333,0.0167,0.0667,0.1167,0.1667,0.2167
0.0250,0.0000,0.0000,95871416.0000,238022336.0000,0.0000,0.0000,0.0000,0.0000
0.0750,41687056.0000,24520484.0000,60765796.0000,133560792.0000,65815576.0000,36888984.0000,116798072.0000,0.0000
0.1250,41687056.0000,24520484.0000,60765796.0000,65815576.0000,65815576.0000,36888984.0000,116798072.0000,116798072.0000
