,-0.0481,0.0019,0.0519,0.1019
0.0250,0.0000,13094251.0000,0.0000,0.0000
0.0750,6553191.5000,6553191.5000,6553191.5000,0.0000
0.1250,6553191.5000,6553191.5000,6553191.5000,5934652.5000
