,-0.0756,-0.0256,0.0244,0.0744,0.1244,0.1744
0.0250,0.0000,3225.7844,23714190.0000,0.0000,0.0000,0.0000
0.0750,3225.7844,13036338.0000,13036338.0000,3497.8616,3497.8616,0.0000
0.1250,0.0000,13036338.0000,13036338.0000,3497.8616,3497.8616,0.0000
