,-0.2100,-0.1600,-0.1100,-0.0600,-0.0100,0.0400,0.0900,0.1400,0.1900,0.2400,0.2900
0.0250,0.0000,0.0000,0.0000,50557604.0000,8041.5552,9667.0703,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,2186.4465,2186.4465,50557604.0000,8041.5552,7471.6831,33466876.0000,2371.5974,9220.6562,0.0000,0.0000
0.1250,0.0000,2186.4465,2186.4465,0.0000,7471.6831,40034132.0000,33466876.0000,2371.5974,2371.5974,8743.7861,8743.7861
