,-0.1239,-0.0739,-0.0239,0.0261,0.0761,0.1261,0.1761
0.0250,0.0000,0.0000,136844656.0000,107069000.0000,0.0000,0.0000,0.0000
0.0750,17579.2520,19627.8438,14231347.0000,636.9140,636.9140,12500.0801,0.0000
0.1250,15261.2734,19627.8438,14231347.0000,636.9140,636.9140,9800.9971,0.0000
