,-0.0358,0.0142,0.0642,0.1142
0.0250,0.0000,5998.6055,0.0000,0.0000
0.0750,5396.1675,6065.5889,0.0000,0.0000
0.1250,5396.1675,6065.5889,3707.5315,0.0000
