,-0.0327,0.0173,0.0673,0.1173
0.0250,0.0000,16825644.0000,0.0000,0.0000
0.0750,8371492.0000,8419934.0000,0.0000,0.0000
0.1250,8419934.0000,8419934.0000,8419934.0000,0.0000
