,-0.1299,-0.0799,-0.0299,0.0201,0.0701,0.1201,0.1701,0.2201
0.0250,0.0000,0.0000,137805504.0000,324144832.0000,0.0000,0.0000,0.0000,0.0000
0.0750,51175732.0000,79110856.0000,6540697.5000,44037612.0000,48952996.0000,100855928.0000,154757104.0000,0.0000
0.1250,51175732.0000,51175732.0000,6540697.5000,44037612.0000,48952996.0000,60140548.0000,60140548.0000,0.0000
