,-0.0830,-0.0330,0.0170,0.0670,0.1170,0.1670
0.0250,0.0000,12222061.0000,3323.6528,0.0000,0.0000,0.0000
0.0750,12222061.0000,12222061.0000,12222061.0000,1322.0010,1322.0010,0.0000
0.1250,0.0000,12222061.0000,0.0000,1322.0010,1322.0010,1322.0010
