,-0.1210,-0.0710,-0.0210,0.0290,0.0790,0.1290,0.1790
0.0250,0.0000,0.0000,154345616.0000,163769920.0000,0.0000,0.0000,0.0000
0.0750,33144866.0000,14798051.0000,84155864.0000,54101588.0000,59029752.0000,39069868.0000,0.0000
0.1250,33144866.0000,14798051.0000,84155864.0000,54101588.0000,53558988.0000,39069868.0000,74023728.0000
