,-0.1192,-0.0692,-0.0192,0.0308,0.0808,0.1308,0.1808
0.0250,0.0000,0.0000,157531504.0000,148363792.0000,0.0000,0.0000,0.0000
0.0750,11988.9121,3811.2812,81799720.0000,37882672.0000,19794.5312,12364.8574,0.0000
0.1250,11988.9121,3811.2812,37882672.0000,37882672.0000,12364.8574,12364.8574,27693.9238
