,-0.1625,-0.1125,-0.0625,-0.0125,0.0375,0.0875,0.1375,0.1875,0.2375
0.0250,0.0000,0.0000,0.0000,6065781.5000,6065781.5000,6065781.5000,1020.0780,0.0000,0.0000
0.0750,0.0000,0.0000,0.0000,6065781.5000,6065781.5000,6065781.5000,1020.0780,1020.0780,1020.0780
