,-0.1895,-0.1395,-0.0895,-0.0395,0.0105,0.0605,0.1105,0.1605,0.2105,0.2605
0.0250,0.0000,0.0000,0.0000,11570322.0000,11570322.0000,19829370.0000,0.0000,0.0000,0.0000,0.0000
0.0750,14662108.0000,14662108.0000,11570322.0000,11570322.0000,11570322.0000,19829370.0000,3055.0928,3055.0928,2214.9236,2214.9236
0.1250,0.0000,0.0000,11570322.0000,11570322.0000,0.0000,0.0000,3055.0928,2214.9236,2214.9236,2214.9236
