,-0.2427,-0.1927,-0.1427,-0.0927,-0.0427,0.0073,0.0573,0.1073,0.1573,0.2073,0.2573,0.3073
0.0250,0.0000,0.0000,0.0000,0.0000,145303648.0000,29751.2617,28917.2676,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,18333.4824,16183.5781,52934448.0000,14258050.0000,19529.6250,15197.0996,17846218.0000,24725.0605,19081.7188,0.0000,0.0000
0.1250,0.0000,0.0000,15156.5273,52934448.0000,14258050.0000,17353.8027,70096648.0000,17846218.0000,23307.3086,15089.4580,3714.1543,31404.6230
