,-0.0868,-0.0368,0.0132,0.0632,0.1132,0.1632
0.0250,1066.3315,894.4916,894.4916,894.4916,0.0000,0.0000
0.0750,1066.3315,894.4916,894.4916,894.4916,0.0000,0.0000
