,-0.1302,-0.0802,-0.0302,0.0198,0.0698,0.1198,0.1698,0.2198
0.0250,0.0000,0.0000,86827392.0000,211541200.0000,0.0000,0.0000,0.0000,0.0000
0.0750,51656292.0000,20919576.0000,108676344.0000,61117640.0000,60249700.0000,87511072.0000,83792168.0000,0.0000
0.1250,43297920.0000,20919576.0000,61117640.0000,61117640.0000,45745924.0000,83792168.0000,83792168.0000,83792168.0000
