,-0.0468,0.0032,0.0532,0.1032
0.0250,0.0000,262.8159,0.0000,0.0000
0.0750,0.0000,266.6785,0.0000,0.0000
0.1250,128.1069,594.0173,594.0173,0.0000
0.1750,128.1069,594.0173,594.0173,572.4482
