,-0.0495,0.0005,0.0505,0.1005
0.0250,0.0000,22609136.0000,0.0000,0.0000
0.0750,22609136.0000,22609136.0000,12129862.0000,0.0000
0.1250,22609136.0000,12129862.0000,12129862.0000,12129862.0000
