,-0.1377,-0.0877,-0.0377,0.0123,0.0623,0.1123,0.1623,0.2123
0.0250,0.0000,0.0000,146768064.0000,345174912.0000,359752416.0000,0.0000,0.0000,0.0000
0.0750,61559156.0000,20203668.0000,33970532.0000,157553184.0000,186372256.0000,106778480.0000,156900144.0000,0.0000
0.1250,61559156.0000,20203668.0000,33970532.0000,109395808.0000,63090788.0000,71900320.0000,71900320.0000,156900144.0000
