,-0.1610,-0.1110,-0.0610,-0.0110,0.0390,0.0890,0.1390,0.1890,0.2390
0.0250,0.0000,0.0000,441.0725,441.0725,441.0725,441.0725,435.0997,0.0000,0.0000
0.0750,0.0000,0.0000,441.0725,441.0725,441.0725,0.0000,435.0997,435.0997,435.0997
