,-0.0751,-0.0251,0.0249,0.0749,0.1249,0.1749
0.0250,113.4110,113.4110,113.4110,54.1251,0.0000,0.0000
0.0750,113.4110,113.4110,113.4110,54.1251,54.1251,54.1251
