,-0.0683,-0.0183,0.0317,0.0817,0.1317
0.0250,10634146.0000,10634146.0000,10634146.0000,1786.5292,0.0000
0.0750,10634146.0000,10634146.0000,1786.5292,1786.5292,1786.5292
