,-0.0844,-0.0344,0.0156,0.0656,0.1156,0.1656
0.0250,0.0000,999.9744,1597.2806,1597.2806,0.0000,0.0000
0.0750,999.9744,999.9744,1597.2806,1597.2806,1597.2806,1597.2806
