,-0.2405,-0.1905,-0.1405,-0.0905,-0.0405,0.0095,0.0595,0.1095,0.1595,0.2095,0.2595,0.3095
0.0250,0.0000,0.0000,0.0000,0.0000,130490248.0000,27166.4902,28996.1777,0.0000,0.0000,0.0000,0.0000,0.0000
0.0750,0.0000,16666.0352,13059.1602,24545404.0000,124203688.0000,17735.8477,12592.4990,148104608.0000,23345.7207,0.0000,0.0000,0.0000
0.1250,0.0000,0.0000,13059.1602,24545404.0000,24545404.0000,15485.3818,34083572.0000,34083572.0000,21979.5215,15615.6553,891.8603,891.8603
