,-0.0516,-0.0016,0.0484,0.0984,0.1484
0.0250,0.0000,11263423.0000,0.0000,0.0000,0.0000
0.0750,2175.4119,2175.4119,2175.4119,0.0000,0.0000
0.1250,2175.4119,2175.4119,2175.4119,1930.6342,0.0000
