,-0.1102,-0.0602,-0.0102,0.0398,0.0898,0.1398,0.1898
0.0250,0.0000,191.3428,191.3428,55.8687,0.0000,0.0000,0.0000
0.0750,164.9775,191.3428,191.3428,55.8687,55.8687,55.8687,55.8687
