,-0.0482,0.0018,0.0518,0.1018
0.0250,0.0000,16413869.0000,0.0000,0.0000
0.0750,14485625.0000,16413869.0000,0.0000,0.0000
0.1250,16554255.0000,10794487.0000,10794487.0000,0.0000
0.1750,16554255.0000,10794487.0000,10794487.0000,10794487.0000
